a_fortiori_Adv False 	a fortiori 	if you are wrong then, a fortiori, so am I 	if you are wrong then, [MASK], so am I
fail_3_V2 False 	fail 	his sense of smell failed him this time 	his sense of smell [MASK] him this time
fail_3_V2 False 	fail 	his strength finally failed him 	his strength finally [MASK] him
fail_3_V2 False 	fail 	his children failed him in the crisis 	his children [MASK] him in the crisis
fail_4_V False 	fail 	the engine failed on the way to town 	the engine [MASK] on the way to town
fail_5_VV False 	fail 	I fail to understand your motives 	I [MASK] understand your motives
fail_6_V2 False 	fail 	the teacher failed six students 	the teacher [MASK] six students
fail_8_V False 	fail 	she failed as a good daughter-in-law in her obligations 	she [MASK] as a good daughter-in-law in her obligations
fail_8_V2 False 	fail 	we mustn't fail his obligation to the victims of the holocaust 	we mustn't fail his obligation to the victims of the holocaust
fail_9_V False 	fail 	a number of banks failed that year 	a number of banks failed that year
fail_10_V False 	fail 	the water-supply for the town failed after a long drought 	the water-supply for the town [MASK] after a long drought
fail_safe_1_A False 	fail-safe 	? 	?
fail_safe_2_A False 	fail-safe 	a fail-safe device in a nuclear weapon in order to deactivate it automatically in the event of accident 	a device [MASK] in a nuclear weapon in order to deactivate it automatically in the event of accident
failing_1_N False 	failing 	he was quick in order to [point_out_1_VS] that his wife is failings 	he was quick in order to [point_out_1_VS] that his wife is [MASK]
failing_2_N False 	failing 	his failing the course led to his disqualification 	his [MASK] the course led to his disqualification
failure_1_N False 	failure 	his failure to pass the test 	his [MASK] to pass the test
failure_2_N False 	failure 	the surprise party was a complete failure 	the surprise party was a complete [MASK]
failure_3_N False 	failure 	he felt that his entire life had been a failure 	he felt that his entire life had been a [MASK]
failure_3_N False 	failure 	that year there was a crop failure 	that year there was a crop [MASK]
failure_5_N False 	failure 	he resented my failure to return my call 	he resented my [MASK] to return my call
failure_5_N False 	failure 	the mechanic is failure in order to check the brakes 	the mechanic is [MASK] in order to check the brakes
failure_6_N False 	failure 	fraudulent loans [lead_2_V] to the failure of many banks 	fraudulent loans [lead_2_V] to the [MASK] of many banks
failure_7_N False 	failure 	kidney failure 	kidney [MASK]
fain_Adv False 	fain 	? 	?
faineant_A False 	faineant 	faineant kings under whose rule the country languished 	kings under [MASK] whose rule the country languished
faint_1_A False 	faint 	a faint outline 	an outline [MASK]
faint_1_A False 	faint 	the wan sun cast faint shadows 	the wan sun cast shadows [MASK]
faint_1_A False 	faint 	the faint light of a distant candle 	the light [MASK] of a distant candle
faint_1_A False 	faint 	a faint hissing sound 	a hissing sound [MASK]
faint_1_A False 	faint 	a faint aroma 	an aroma [MASK]
faint_2_A False 	faint 	only a faint recollection 	only a recollection [MASK]
faint_3_A False 	faint 	damning praise with faint 	damning praise with faint
faint_3_A False 	faint 	faint resistance 	resistance [MASK]
faint_4_A False 	faint 	suddenly felt faint from the pain 	suddenly felt [MASK] from the pain
faint_4_A False 	faint 	was sick and faint from hunger 	was sick and [MASK] from hunger
faint_5_A False 	faint 	a faint clue to the origin of the mystery 	a clue [MASK] to the origin of the mystery
faint_5_A False 	faint 	[ChunkPhr] [PlusChunk] [perfect_neg_Chunk] [OneChunk] [NP_Nom_Chunk] the faintest idea 	[ChunkPhr] [PlusChunk] [perfect_neg_Chunk] [OneChunk] [NP_Nom_Chunk] the [MASK] idea
faint_hearted_1_A False 	faint-hearted 	faint heart ne'er won fair lady 	faint heart ne'er won fair lady
faintness_2_N False 	faintness 	the faintness or potency of the feeling 	the [MASK] or potency of the feeling
faintness_4_N False 	faintness 	faintness of heart and infirmity of purpose 	[MASK] of heart and infirmity of purpose
fair_1_A False 	fair 	a fair referee 	a referee [MASK]
fair_1_A False 	fair 	fair deal 	deal [MASK]
fair_1_A False 	fair 	on a fair footing 	on a footing [MASK]
fair_1_A False 	fair 	a fair fight 	a fight [MASK]
fair_1_A False 	fair 	by fair means or foul 	by means [MASK] or foul
fair_3_A False 	fair 	young fair maidens 	young maidens [MASK]
fair_4_A False 	fair 	he hit a fair ball over the third base bag 	he hit a ball [MASK] over the third base bag
fair_5_A False 	fair 	only a fair performance of the sonata 	only a performance [MASK] of the sonata
fair_5_A False 	fair 	in fair health 	in health [MASK]
fair_6_A False 	fair 	the fair sex 	the sex [MASK]
fair_7_A False 	fair 	fair copy 	copy [MASK]
fair_8_A False 	fair 	a fair penny 	a penny [MASK]
fair_9_A False 	fair 	today will be fair and warm 	today will be [MASK] and warm
fair_10_A False 	fair 	a fair complexion 	a complexion [MASK]
fair_2_N False 	fair 	world fair 	world fair
fair_2_N False 	fair 	trade fair 	trade [MASK]
fair_2_N False 	fair 	book fair 	book fair
fair_3_N False 	fair 	she won a blue ribbon for her baking at the county fair 	she won a blue ribbon for her baking at the county [MASK]
fairish_1_A False 	fairish 	a fairish income 	an income [MASK]
fairly_AdA False 	fairly 	he is fairly clever with computers 	he is [MASK] clever with computers
fairly_2_Adv False 	fairly 	deal another with one fairly 	deal another with one [MASK]
fairly_3_Adv False 	fairly 	they played fairly 	they played [MASK]
fairness_1_N False 	fairness 	the judge recognized the fairness of my claim 	the judge recognized the [MASK] of my claim
faith_1_N False 	faith 	[ChunkPhr] [PlusChunk] [S_Chunk] he lost his faith [but_Adv] [PlusChunk] [neg_Chunk] [OneChunk] [NP_Acc_Chunk] his morality 	[ChunkPhr] [PlusChunk] [S_Chunk] he lost his [MASK] [but_Adv] [PlusChunk] [neg_Chunk] [OneChunk] [NP_Acc_Chunk] his morality
faith_2_N False 	faith 	he cherished the faith of a good woman 	he cherished the [MASK] of a good woman
faith_3_N False 	faith 	a member of his own faith contradicted him 	a member of his own [MASK] contradicted him
faith_4_N False 	faith 	keep the faith 	keep the [MASK]
faith_4_N False 	faith 	they broke faith with their investors 	they broke [MASK] with their investors
faithful_1_A False 	faithful 	years of faithful service 	years of service [MASK]
faithful_1_A False 	faithful 	faithful employees 	employees [MASK]
faithful_1_A False 	faithful 	we don't doubt that [england_PN] has a faithful patriot in the lord chancellor 	we don't doubt that [england_PN] has a patriot [MASK] in the lord chancellor
faithful_2_A False 	faithful 	a faithful copy of the portrait 	a copy [MASK] of the portrait
faithful_2_A False 	faithful 	a faithful rendering of the observed facts 	a rendering [MASK] of the observed facts
faithful_3_A False 	faithful 	he remained faithful to his wife 	he remained [MASK] to his wife
faithless_A False 	faithless 	the faithless benedick Arnold 	the benedick [MASK] Arnold
fake_2_A False 	fake 	[ChunkPhr] [PlusChunk] [S_Chunk] it isn't fake [PlusChunk] [NP_Acc_Chunk] anything [PlusChunk] [semicolon_Chunk] [OneChunk] [S_Chunk] it is real synthetic fur 	[ChunkPhr] [PlusChunk] [S_Chunk] it isn't [MASK] [PlusChunk] [NP_Acc_Chunk] anything [PlusChunk] [semicolon_Chunk] [OneChunk] [S_Chunk] it is real synthetic fur
fake_1_V2 False 	fake 	he faked the signature 	he [MASK] the signature
fake_3_V2 False 	fake 	the politician wasn't well prepared for the debate and faked it 	the politician wasn't well prepared for the debate and [MASK] it
falcate_A False 	falcate 	a falcate leaf 	a leaf [MASK]
falcate_A False 	falcate 	falcate claws 	claws [MASK]
falcate_A False 	falcate 	the falcate moon 	the moon [MASK]
fall_3_N False 	fall 	women have been blamed ever since the fall 	women have been blamed ever since the fall
fall_5_N False 	fall 	a fall from virtue 	a [MASK] from virtue
fall_6_N False 	fall 	? 	?
fall_7_N False 	fall 	the rise and fall of the tides 	the rise and [MASK] of the tides
fall_9_N False 	fall 	they finished before the fall of night 	they finished before the [MASK] of night
fall_12_N False 	fall 	when that became known the price of their stock went into free fall 	when that became known the price of their stock went into free [MASK]
fall_1_N False 	fall 	? 	?
fall_1_V False 	fall 	the branch fell from the tree 	the branch fell from the tree
fall_1_V False 	fall 	the unfortunate hiker fell into a crevasse 	the unfortunate hiker [MASK] into a crevasse
fall_2_V False 	fall 	the barometer is falling 	the barometer is [MASK]
fall_2_V False 	fall 	the curtain fell on the diva 	the curtain [MASK] on the diva
fall_2_V False 	fall 	her hand [go_7_VA] fell again up and then 	her hand [go_7_VA] fell again up and then
fall_3_V False 	fall 	fall into a trap 	fall into a trap
fall_3_V False 	fall 	she fell ill 	she fell ill
fall_3_V False 	fall 	they fell out of favour 	they [MASK] out of favour
fall_3_V False 	fall 	fall in love 	fall in love
fall_3_V False 	fall 	fall asleep 	fall asleep
fall_3_V False 	fall 	fall prey to an imposter 	fall prey to an imposter
fall_3_V False 	fall 	fall into a strange way of thinking 	[MASK] into a strange way of thinking
fall_3_V False 	fall 	she fell [to_Adv] pieces after she lost her work 	she fell [to_Adv] pieces after she lost her work
fall_4_V False 	fall 	fall into a category 	[MASK] into a category
fall_5_V False 	fall 	rain, snow and sleet were falling 	rain, snow and sleet were [MASK]
fall_6_V False 	fall 	we must stand or fall 	we must stand or [MASK]
fall_6_V False 	fall 	fall by the wayside 	fall by the wayside
fall_7_V False 	fall 	? 	?
fall_7_V False 	fall 	several deer have fallen to the same gun 	several deer have [MASK] to the same gun
fall_7_V False 	fall 	the [shoot_1_V] victim fell dead 	the [shoot_1_V] victim [MASK] dead
fall_8_V False 	fall 	light fell on her face 	light fell on her face
fall_9_V False 	fall 	the cities fell to the enemy 	the cities [MASK] to the enemy
fall_10_V False 	fall 	Christmas falls on a Monday this year 	Christmas [MASK] on a Monday this year
fall_10_V False 	fall 	the accent falls on the first syllable 	the accent [MASK] on the first syllable
fall_11_V False 	fall 	the cabin pressure fell dramatically 	the cabin pressure [MASK] dramatically
fall_11_V False 	fall 	her weight fell [to_Adv] under a hundred pounds 	her weight fell [to_Adv] under a hundred pounds
fall_11_V False 	fall 	his voice fell to a whisper 	his voice [MASK] to a whisper
fall_12_V False 	fall 	Adam and eve fell 	Adam and eve [MASK]
fall_13_V False 	fall 	the government fell overnight 	the government [MASK] overnight
fall_13_V False 	fall 	? 	?
fall_14_V False 	fall 	the most difficult task fell on the youngest member of the team 	the most difficult task [MASK] on the youngest member of the team
fall_14_V False 	fall 	the onus fell on us 	the onus [MASK] on us
fall_14_V False 	fall 	the pressure in order to succeed fell on the youngest student 	the pressure in order to succeed [MASK] on the youngest student
fall_15_V False 	fall 	the line of man fall forward 	the line of man fall forward
fall_16_V False 	fall 	payments fall on the 1st of the month 	payments [MASK] on the 1st of the month
fall_17_V False 	fall 	? 	?
fall_18_V False 	fall 	the estate fell to the oldest daughter 	the estate [MASK] to the oldest daughter
fall_20_V False 	fall 	the task fell to me 	the task [MASK] to me
fall_20_V False 	fall 	it fell to me in order to notify the parents of the victims 	it [MASK] to me in order to notify the parents of the victims
fall_21_V False 	fall 	the estate fell to my sister 	the estate [MASK] to my sister
fall_22_V False 	fall 	the hills around here fall towards the ocean 	the hills around here [MASK] towards the ocean
fall_23_V False 	fall 	the vase fell over and the water spilled onto the table 	the vase fell over and the water spilled onto the table
fall_23_V False 	fall 	her hair fell across her forehead 	her hair [MASK] across her forehead
fall_24_V False 	fall 	she fell back in her chair 	she fell back in her chair
fall_24_V False 	fall 	he fell to his knees 	he [MASK] to his knees
fall_26_V False 	fall 	her face fell when she heard that she would be laid off 	her face [MASK] when she heard that she would be laid off
fall_26_V False 	fall 	his crest fell 	his crest [MASK]
fall_27_V False 	fall 	his eyes fell 	his eyes [MASK]
fall_28_V False 	fall 	silly phrases fell from her mouth 	silly phrases [MASK] from her mouth
fall_29_V False 	fall 	the lambs fell in the afternoon 	the lambs [MASK] in the afternoon
fall_30_V False 	fall 	the prisoners fell right to work away 	the prisoners [MASK] right to work away
fall_31_V False 	fall 	grief fell from our hearts 	grief [MASK] from our hearts
fall_32_V False 	fall 	night fell 	night [MASK]
fall_32_V False 	fall 	silence fell 	silence [MASK]
fall_apart_1_V False 	fall apart 	she fell apart when child of hers [only_1_Adv] died 	she [MASK] when child of hers [only_1_Adv] died
fall_apart_2_V False 	fall apart 	the old chair [finally_1_Adv] fell apart completely 	the old chair [finally_1_Adv] [MASK] completely
fall_back_3_V False 	fall back 	the enemy fell back 	the enemy [MASK]
fall_for_1_V2 False 	fall for 	she fell for the man from Brazil 	she [MASK] the man from Brazil
fall_for_2_V2 False 	fall for 	he fell for her charms 	he fell for her charms
fall_for_2_V2 False 	fall for 	he fell for story of the con-man 	he fell for story of the con-man
fall_in_2_V False 	fall in 	troops fall in! 	troops fall in!
fall_under_V2 False 	fall under 	? 	?
fall_off_1_V False 	fall off 	this button had fallen off 	this button had fallen off
fall_off_2_V False 	fall off 	the real estate market fell off 	the real estate market [MASK]
fall_out_1_V False 	fall out 	we fell out over a trivial question 	we [MASK] over a trivial question
fall_out_2_V False 	fall out 	the theorem falls out nicely 	the theorem [MASK] nicely
fall_out_4_V False 	fall out 	the soldiers fell out 	the soldiers [MASK]
go_over_4_V False 	go over 	the old woman went over without a sound 	the old woman went over without a sound
fallacious_1_A False 	fallacious 	fallacious reasoning 	reasoning [MASK]
fallacious_2_A False 	fallacious 	fallacious testimony 	testimony [MASK]
fallacious_3_A False 	fallacious 	fallacious hope 	hope [MASK]
fallerMasc_2_N False 	faller 	one of them was safe but they were unable to save the faller 	one of them was safe but they were unable to save the [MASK]
fallerMasc_2_N False 	faller 	a faller among thieves 	a [MASK] among thieves
fallible_1_A False 	fallible 	everyone is fallible to some degree 	everyone is [MASK] to some degree
fallible_2_A False 	fallible 	I am only a fallible human 	I am only a human [MASK]
fallout_2_N False 	fallout 	a strategy in order to contain the fallout from the accounting scandal 	a strategy in order to contain the [MASK] from the accounting scandal
fallow_1_A False 	fallow 	fallow farmland 	farmland [MASK]
fallow_2_A False 	fallow 	a fallow gold market 	a gold market [MASK]
false_1_A False 	false 	gave false testimony under oath 	gave testimony [MASK] under oath
false_1_A False 	false 	false tales of bravery 	tales [MASK] of bravery
false_2_A False 	false 	a false assumption 	an assumption [MASK]
false_3_A False 	false 	a false start 	a start [MASK]
false_3_A False 	false 	a false alarm 	an alarm [MASK]
false_4_A False 	false 	false pretenses 	pretenses [MASK]
false_5_A False 	false 	false hopes 	hopes [MASK]
false_6_A False 	false 	false teeth 	teeth [MASK]
false_7_A False 	false 	a suitcase with a false bottom 	a suitcase with a bottom [MASK]
false_8_A False 	false 	[ChunkPhr] [PlusChunk] [Det_Chunk] a [PlusChunk] [AP_Chunk] false [PlusChunk] [lpar_Chunk] [PlusChunk] [Conj_Chunk] or [PlusChunk] [AP_Chunk] sour [PlusChunk] [rpar_Chunk] [OneChunk] [CN_Sg_Chunk] note 	[ChunkPhr] [PlusChunk] [Det_Chunk] a [PlusChunk] [AP_Chunk] [MASK] [PlusChunk] [lpar_Chunk] [PlusChunk] [Conj_Chunk] or [PlusChunk] [AP_Chunk] sour [PlusChunk] [rpar_Chunk] [OneChunk] [CN_Sg_Chunk] note
false_10_A False 	false 	a false friend 	a friend [MASK]
false_Adv False 	false 	his wife played him false 	his wife played him [MASK]
falsetto_A False 	falsetto 	a falsetto voice 	a voice [MASK]
falsify_2_V2 False 	falsify 	falsify the data 	[MASK] the data
falsify_3_V2 False 	falsify 	falsify a claim 	[MASK] a claim
falsify_4_V2 False 	falsify 	she falsified the records 	she [MASK] the records
falsity_1_N False 	falsity 	argument couldn't determine its truth or falsity 	argument couldn't determine its truth or [MASK]
falter_1_V False 	falter 	their enthusiasm is faltering 	their enthusiasm is [MASK]
falter_4_V False 	falter 	the speaker faltered when he saw his opponent enter the room 	the speaker faltered when he saw his opponent enter the room
familial_1_A False 	familial 	children of the same familial background 	children of the same background [MASK]
familial_1_A False 	familial 	familial aggregation 	aggregation [MASK]
familial_2_A False 	familial 	familial traits 	traits [MASK]
familiar_1_A False 	familiar 	a familiar figure 	a figure [MASK]
familiar_1_A False 	familiar 	familiar songs 	songs [MASK]
familiar_1_A False 	familiar 	familiar guests 	guests [MASK]
familiar_2_A False 	familiar 	familiar ordinary objects found in every home 	ordinary objects [MASK] found in every home
familiar_2_A False 	familiar 	a familiar everyday scene 	an everyday scene [MASK]
familiar_2_A False 	familiar 	a familiar excuse 	an excuse [MASK]
familiar_2_A False 	familiar 	a day like [anySg_Det] other filled with familiar duties and experiences 	a day like [anySg_Det] other filled with duties [MASK] and experiences
familiar_4_A False 	familiar 	on familiar terms 	on terms [MASK]
familiar_with_A2 False 	familiar with 	familiar with the complex machinery 	[MASK] the complex machinery
familiar_with_A2 False 	familiar with 	he was familiar with those roads 	he was familiar with those roads
familiarize_1_V2 False 	familiarize 	we familiarized ourselves with the new surroundings 	we [MASK] ourselves with the new surroundings
family_1_N False 	family 	he moved his family to [virginia_1_N] 	he moved his [MASK] to [virginia_1_N]
family_1_N False 	family 	the family refused to accept its will 	the [MASK] refused to accept its will
family_2_N False 	family 	he wanted to have a good job before starting a family 	he wanted to have a good job before starting a [MASK]
family_4_N False 	family 	? 	?
kinMasc_1_N False 	kin 	he is kin 	he is [MASK]
family_5_N False 	family 	he is family 	he is [MASK]
family_6_N False 	family 	sharks belong to the fish family 	sharks belong to the fish [MASK]
family_8_N False 	family 	[ChunkPhr] [PlusChunk] [S_Chunk] the message was addressed [PlusChunk] [neg_Chunk] [PlusChunk] [AdV_Chunk] [just_1_AdV] [OneChunk] [Adv_Chunk] to employees but to every member of the company family 	[ChunkPhr] [PlusChunk] [S_Chunk] the message was addressed [PlusChunk] [neg_Chunk] [PlusChunk] [AdV_Chunk] [just_1_AdV] [OneChunk] [Adv_Chunk] to employees but to every member of the company [MASK]
famish_3_V False 	famish 	many famished in the countryside during the drought 	many [MASK] in the countryside during the drought
famous_A False 	famous 	a famous actor 	an actor [MASK]
fan_2_V2 False 	fan 	fan hatred 	fan hatred
fan_4_V2 False 	fan 	the speaker [cease_1_V] in order to be an amusing little gnat in order to be fanned away and was kicked off the forum 	the speaker [cease_1_V] in order to be an amusing little gnat in order to be [MASK] away and was kicked off the forum
fanaticMasc_N False 	fanatic 	? 	?
fanaticFem_N False 	fanatic 	? 	?
fanciful_1_A False 	fanciful 	a fanciful mind 	a mind [MASK]
fanciful_2_A False 	fanciful 	? 	?
imaginary_A False 	imaginary 	a small child is imaginary friends 	a small child is friends [MASK]
fanciful_3_A False 	fanciful 	a fanciful pattern with intertwined vines and flowers 	a pattern [MASK] with intertwined vines and flowers
fancy_A False 	fancy 	fancy handwriting 	handwriting [MASK]
fancy_A False 	fancy 	fancy clothes 	clothes [MASK]
fancy_2_N False 	fancy 	never had the wildest flights of fancy imagined such magnificence 	never had the wildest flights of [MASK] imagined such magnificence
fancy_3_N False 	fancy 	she had dismissed him quite brutally, relegating him to the status of a passing fancy or less 	she had dismissed him quite brutally, relegating him to the status of a passing [MASK] or less
fancy_2_V2 False 	fancy 	she fancied a necklace that she had seen in the window of jeweller 	she [MASK] a necklace that she had seen in the window of jeweller
fancy_free_A False 	fancy-free 	a fancy-free bachelor 	a bachelor [MASK]
fanfare_2_N False 	fanfare 	her arrival was greeted with a [rouse_1_V] fanfare 	her arrival was greeted with a [rouse_1_V] [MASK]
fanny_1_N False 	fanny 	are you going to sit on your fanny and do nothing? 	are you going to sit on your [MASK] and do nothing?
fantasize_1_V False 	fantasize 	he is fantasizing when he says that he plans to start his own company 	he is [MASK] when he says that he plans to start his own company
fantasize_2_V False 	fantasize 	he is the ideal wife fantasizing 	he is the ideal wife [MASK]
fantastic_1_A False 	fantastic 	fantastic Hallowe'en costumes 	Hallowe'en costumes [MASK]
fantastic_2_A False 	fantastic 	a fantastic trip to the orient 	a trip [MASK] to the orient
fantastic_2_A False 	fantastic 	the film was fantastic! 	the film was [MASK]!
fantastic_3_A False 	fantastic 	a fantastic idea of his own importance 	an idea of his own importance [MASK]
fantastic_4_A False 	fantastic 	? 	?
fantastic_5_A False 	fantastic 	? 	?
fantasy_1_N False 	fantasy 	a schoolgirl fantasy 	a schoolgirl [MASK]
fantasy_2_N False 	fantasy 	she made a [lot_of_N2] of money writing romantic fantasies 	she made a [lot_of_N2] of money writing romantic [MASK]
far_1_A True 	[far_1_A] 	we come from a country [far_1_A] 	we come from a country [MASK]
far_1_A True 	[far_1_A] 	corners [far_1_A] of the earth 	corners [MASK] of the earth
far_1_A True 	[far_1_A] 	the future [far_1_A] 	the future [MASK]
far_1_A True 	[far_1_A] 	a journey [far_1_A] 	a journey [MASK]
far_1_A True 	[far_1_A] 	the side [far_1_A] of the road 	the side [MASK] of the road
far_AdA False 	far 	far from the truth 	[MASK] from the truth
far_AdA False 	far 	far in the future 	[MASK] in the future
far_2_A False 	far 	a far trek 	a trek [MASK]
far_3_A False 	far 	the horse on the right is the far horse 	the horse on the right is the horse [MASK]
far_3_A False 	far 	the right side is the far side of the horse 	the right side is the side of the horse [MASK]
far_4_A False 	far 	the far right 	the right [MASK]
far_AdA False 	far 	a far far better thing that I do 	a [MASK] [MASK] better thing that I do
far_AdA False 	far 	felt far worse than yesterday 	felt [MASK] worse than yesterday
far_AdA False 	far 	eyes [far_1_A] too close together 	eyes [far_1_A] too close together
far_2_AdA True 	[far_2_AdA] 	he traveled [far_1_A] 	he traveled [far_1_A]
far_2_AdA True 	[far_2_AdA] 	strayed far from home 	strayed far from home
far_2_AdA True 	[far_2_AdA] 	Sat far away from each other 	Sat far away from each other
far_3_AdA True 	[far_3_AdA] 	I can [go_7_VA] so [far_1_A] before I have to [give_up_1_V] [only_1_Adv] 	I can [go_7_VA] so [far_1_A] before I have to [give_up_1_V] [only_1_Adv]
far_3_AdA True 	[far_3_AdA] 	how [far_1_A] can we get [kind_N] of argument with this? 	how [far_1_A] can we get [kind_N] of argument with this?
far_4_AdA True 	[far_4_AdA] 	if we could see [far_1_A] into the future 	if we could see [far_1_A] into the future
far_AdA False 	far 	all that happened far in the past 	all that happened [MASK] in the past
far_Adv False 	far 	a young man who will [go_7_VA] very [far_1_A] 	a young man who will [go_7_VA] very [far_1_A]
far_famed_A False 	far-famed 	a famed scientist 	a famed scientist
far_fetched_1_A False 	far-fetched 	he was always full of far-fetched plans nothing of which ever worked 	he was always full of plans [MASK] nothing of which ever worked
far_fetched_2_A False 	far-fetched 	a far-fetched excuse 	an excuse [MASK]
far_flung_1_A False 	far-flung 	far-flung trading operations 	trading operations [MASK]
far_flung_1_A False 	far-flung 	the West's far-flung mountain ranges 	the West's mountain ranges [MASK]
far_flung_2_A False 	far-flung 	far-flung corners of the empire 	corners [MASK] of the empire
far_off_A False 	far-off 	troops landing on far-off shores 	troops landing on shores [MASK]
far_off_A False 	far-off 	far-off happier times 	happier times [MASK]
far_sighted_2_A False 	far-sighted 	large goals which required far-sighted policies 	large goals which required policies [MASK]
faraway_1_A False 	faraway 	faraway mountains 	mountains [MASK]
faraway_1_A False 	faraway 	the faraway future 	the future [MASK]
faraway_2_A False 	faraway 	[ChunkPhr] [PlusChunk] [Det_Chunk] a [PlusChunk] [AP_Chunk] faraway [PlusChunk] [lpar_Chunk] [PlusChunk] [Conj_Chunk] or [PlusChunk] [AP_Chunk] distant [PlusChunk] [rpar_Chunk] [OneChunk] [NP_Acc_Chunk] look in her eyes 	[ChunkPhr] [PlusChunk] [Det_Chunk] a [PlusChunk] [AP_Chunk] [MASK] [PlusChunk] [lpar_Chunk] [PlusChunk] [Conj_Chunk] or [PlusChunk] [AP_Chunk] distant [PlusChunk] [rpar_Chunk] [OneChunk] [NP_Acc_Chunk] look in her eyes
farcical_A False 	farcical 	the wild farcical exuberance of a clown 	the wild exuberance [MASK] of a clown
farewell_2_N False 	farewell 	he disliked long farewells 	he disliked long [MASK]
farm_N False 	farm 	it takes several people in order to work the farm 	it takes several people in order to work the [MASK]
farm_1_V False 	farm 	my son is farming in [california_PN] 	my son is farming in [california_PN]
rent_out_V2 False 	rent out 	we rent every year to tourists out our apartment 	we rent every year to tourists out our apartment
farming_2_N False 	farming 	farming is a strenuous life 	farming is a strenuous life
land_11_N False 	land 	there is no work on the land any more 	there is no work on the [MASK] any more
farrow_V False 	farrow 	sows farrow 	sows [MASK]
farsiMasc_1_N False 	Farsi 	many Farsi emigrated to India near Bombay 	many [MASK] emigrated to India near Bombay
farther_1_A False 	farther 	they live in the farther house 	they live in the house [MASK]
farther_2_A False 	farther 	farther from the truth 	[MASK] from the truth
farther_2_A False 	farther 	farther from our expectations 	[MASK] from our expectations
farther_1_Adv False 	farther 	the application of the law was extended farther 	the application of the law was extended [MASK]
farther_1_Adv False 	farther 	he is no farther in studies of his going 	he is no farther in studies of his going
farther_2_Adv False 	farther 	farther North 	farther North
farther_2_Adv False 	farther 	moved farther away 	moved [MASK] away
farther_2_Adv False 	farther 	farther down the corridor 	farther down the corridor
farther_2_Adv False 	farther 	the practice may go back farther still to the Druids 	the practice may go back [MASK] still to the Druids
farthermost_A False 	farthermost 	? 	?
farthest_1_Adv False 	farthest 	see WHO could jump the furthest 	see WHO could jump the furthest
farthest_1_Adv False 	farthest 	chose the furthest seat from the door 	chose the furthest seat from the door
farthest_2_Adv False 	farthest 	she [go_7_VA] furthest in helping us 	she [go_7_VA] furthest in helping us
fascinate_2_V2 False 	fascinate 	the snake-charmer fascinates the cobra 	the snake-charmer [MASK] the cobra
fascinating_1_A False 	fascinating 	a fascinating story 	a story [MASK]
fascinating_2_A False 	fascinating 	a fascinating woman 	a woman [MASK]
fascination_3_N False 	fascination 	he held the children spellbound with magic tricks and other fascinations 	he held the children spellbound with magic tricks and other [MASK]
fascist_A False 	fascist 	fascist propaganda 	propaganda [MASK]
fashion_1_N False 	fashion 	in an abrasive fashion 	in an abrasive [MASK]
fashion_V2 False 	fashion 	she fashioned a tent out of a sheet and a few sticks 	she [MASK] a tent out of a sheet and a few sticks
fashionable_1_A False 	fashionable 	fashionable clothing 	clothing [MASK]
fashionable_1_A False 	fashionable 	the fashionable side of town 	the side [MASK] of town
fashionable_1_A False 	fashionable 	? 	?
fast_1_A False 	fast 	fast film 	film [MASK]
fast_1_A False 	fast 	on the fast track in school 	on the track [MASK] in school
fast_1_A False 	fast 	set a fast pace 	set a pace [MASK]
fast_1_A False 	fast 	a fast car 	a car [MASK]
fast_2_A False 	fast 	my watch is fast 	my watch is [MASK]
fast_3_A False 	fast 	the band played a fast fox trot 	the band played a fox trot [MASK]
fast_4_A False 	fast 	a fast road 	a road [MASK]
fast_4_A False 	fast 	grass courts are faster than clay 	grass courts are [MASK] than clay
fast_5_A False 	fast 	fast colours 	fast colours
fast_6_A False 	fast 	fast women 	women [MASK]
fast_7_A False 	fast 	a fast visit 	a visit [MASK]
fast_9_A False 	fast 	? 	?
fast_10_A False 	fast 	a fast lens 	a lens [MASK]
fast_1_V False 	fast 	Catholics sometimes fast during Lent 	Catholics sometimes [MASK] during Lent
fast_2_V False 	fast 	before the medical exam, you must fast 	before the medical exam, you must [MASK]
fastball_N False 	fastball 	he swung late on the fastball 	he swung late on the [MASK]
fasten_1_V2 False 	fasten 	fasten the lock onto the door 	[MASK] the lock onto the door
fasten_2_V False 	fasten 	this dress fastens in the back 	this dress [MASK] in the back
fasten_3_V2 False 	fasten 	they fastened various nicknames to each other 	they [MASK] various nicknames to each other
fastenerMasc_1_N False 	fastener 	he found that the door fastened and wondered who the fastener was 	he found that the door fastened and wondered who the [MASK] was
fastidious_1_A False 	fastidious 	a fastidious and incisive intellect 	an intellect [MASK] and incisive
fastidious_1_A False 	fastidious 	fastidious about personal cleanliness 	[MASK] about personal cleanliness
fastidious_2_A False 	fastidious 	fastidious microorganisms 	microorganisms [MASK]
fastidiousness_N False 	fastidiousness 	neatness and fastidiousness of dress 	neatness and [MASK] of dress
fat_1_A False 	fat 	? 	?
fat_2_A False 	fat 	a fat rope 	a rope [MASK]
fat_3_A False 	fat 	fat tissue 	tissue [MASK]
fat_4_A False 	fat 	a nice fat job 	a nice job [MASK]
fat_5_A False 	fat 	a fat land 	a land [MASK]
fat_1_N False 	fat 	pizza has too much fat 	pizza has too much [MASK]
fatal_2_A False 	fatal 	the fatal day of the election finally arrived 	the day of the election [MASK] finally arrived
fatal_3_A False 	fatal 	? 	?
fatal_3_A False 	fatal 	? 	?
